work_id,demo_anonymous_id,sanction_date,completion_date,work_status,days_since_sanction,delay_type,delay_score,delay_flag,delay_explanation
WS/MP18119/2025-2026/163478,ND-WRK-0684,2025-11-08,,Physical Inspection,304,open_work_age,40,False,No completion date is present and the work has been on record for 304 days since sanction. Current workflow status: Physical Inspection.
WS/MP18131/2025-2026/186418,ND-WRK-1278,2025-10-07,,Physical Inspection,336,open_work_age,40,False,No completion date is present and the work has been on record for 336 days since sanction. Current workflow status: Physical Inspection.
WS/MP18133/2025-2026/148561,ND-WRK-1459,2025-12-08,,Sanction,274,open_work_age,40,False,No completion date is present and the work has been on record for 274 days since sanction. Current workflow status: Sanction.
WS/MP18119/2025-2026/163477,ND-WRK-0683,2025-11-08,,Sanction,304,open_work_age,40,False,No completion date is present and the work has been on record for 304 days since sanction. Current workflow status: Sanction.
WS/MP18308/2025-2026/145411,ND-WRK-1835,2025-12-08,,Vendor Identification,274,open_work_age,40,False,No completion date is present and the work has been on record for 274 days since sanction. Current workflow status: Vendor Identification.
WS/MP18133/2025-2026/148486,ND-WRK-1444,2025-12-08,,Sanction,274,open_work_age,40,False,No completion date is present and the work has been on record for 274 days since sanction. Current workflow status: Sanction.
WS/MP18133/2025-2026/148485,ND-WRK-1443,2025-12-08,,Sanction,274,open_work_age,40,False,No completion date is present and the work has been on record for 274 days since sanction. Current workflow status: Sanction.
WS/MP18133/2025-2026/148917,ND-WRK-1472,2025-12-08,,Sanction,274,open_work_age,40,False,No completion date is present and the work has been on record for 274 days since sanction. Current workflow status: Sanction.
WS/MP687/2025-2026/182570,ND-WRK-2351,2025-11-06,,Physical Inspection,306,open_work_age,40,False,No completion date is present and the work has been on record for 306 days since sanction. Current workflow status: Physical Inspection.
WS/MP18112/2025-2026/203654,ND-WRK-0226,2025-09-10,,Sanction,363,open_work_age,40,False,No completion date is present and the work has been on record for 363 days since sanction. Current workflow status: Sanction.
WS/MP18116/2025-2026/235750,ND-WRK-0474,2026-02-02,,Work partially Completed,218,open_work_age,0,False,No completion date is present and the work has been on record for 218 days since sanction. Current workflow status: Work partially Completed.
WS/MP18116/2025-2026/235747,ND-WRK-0473,2026-02-02,,Work partially Completed,218,open_work_age,0,False,No completion date is present and the work has been on record for 218 days since sanction. Current workflow status: Work partially Completed.
WS/MP18116/2025-2026/235500,ND-WRK-0472,2026-03-02,,Work partially Completed,190,open_work_age,0,False,No completion date is present and the work has been on record for 190 days since sanction. Current workflow status: Work partially Completed.
WS/MP18116/2025-2026/235496,ND-WRK-0471,2026-10-02,,Work partially Completed,-24,open_work_age,0,False,No completion date is present and the work has been on record for -24 days since sanction. Current workflow status: Work partially Completed.
WS/MP18116/2025-2026/232160,ND-WRK-0470,2026-03-02,,Work partially Completed,190,open_work_age,0,False,No completion date is present and the work has been on record for 190 days since sanction. Current workflow status: Work partially Completed.
WS/MP18116/2025-2026/232158,ND-WRK-0469,2026-03-02,,Work partially Completed,190,open_work_age,0,False,No completion date is present and the work has been on record for 190 days since sanction. Current workflow status: Work partially Completed.
WS/MP18116/2025-2026/232156,ND-WRK-0468,2026-03-02,,Work partially Completed,190,open_work_age,0,False,No completion date is present and the work has been on record for 190 days since sanction. Current workflow status: Work partially Completed.
WS/MP18116/2025-2026/229118,ND-WRK-0467,2026-03-02,,Work partially Completed,190,open_work_age,0,False,No completion date is present and the work has been on record for 190 days since sanction. Current workflow status: Work partially Completed.
WS/MP18116/2025-2026/228146,ND-WRK-0466,2026-10-02,,Physical Inspection,-24,open_work_age,0,False,No completion date is present and the work has been on record for -24 days since sanction. Current workflow status: Physical Inspection.
WS/MP18116/2026-2027/224084,ND-WRK-0509,2026-09-04,,Sanction,4,open_work_age,0,False,No completion date is present and the work has been on record for 4 days since sanction. Current workflow status: Sanction.
WS/MP18116/2026-2027/220975,ND-WRK-0508,2026-07-04,,Vendor Identification,66,open_work_age,0,False,No completion date is present and the work has been on record for 66 days since sanction. Current workflow status: Vendor Identification.
WS/MP18116/2026-2027/220968,ND-WRK-0507,2026-07-04,,Vendor Identification,66,open_work_age,0,False,No completion date is present and the work has been on record for 66 days since sanction. Current workflow status: Vendor Identification.
WS/MP18116/2026-2027/220965,ND-WRK-0506,2026-07-04,,Vendor Identification,66,open_work_age,0,False,No completion date is present and the work has been on record for 66 days since sanction. Current workflow status: Vendor Identification.
WS/MP18116/2026-2027/213894,ND-WRK-0505,2026-09-04,,Sanction,4,open_work_age,0,False,No completion date is present and the work has been on record for 4 days since sanction. Current workflow status: Sanction.
WS/MP18116/2026-2027/213892,ND-WRK-0504,2026-09-04,,Sanction,4,open_work_age,0,False,No completion date is present and the work has been on record for 4 days since sanction. Current workflow status: Sanction.
WS/MP18116/2026-2027/186750,ND-WRK-0499,2026-09-04,,Work partially Completed,4,open_work_age,0,False,No completion date is present and the work has been on record for 4 days since sanction. Current workflow status: Work partially Completed.
WS/MP18116/2026-2027/186732,ND-WRK-0498,2026-09-04,,Work partially Completed,4,open_work_age,0,False,No completion date is present and the work has been on record for 4 days since sanction. Current workflow status: Work partially Completed.
WS/MP18116/2025-2026/252830,ND-WRK-0497,2026-02-02,,Sanction,218,open_work_age,0,False,No completion date is present and the work has been on record for 218 days since sanction. Current workflow status: Sanction.
WS/MP18116/2025-2026/251624,ND-WRK-0496,2026-02-02,,Work partially Completed,218,open_work_age,0,False,No completion date is present and the work has been on record for 218 days since sanction. Current workflow status: Work partially Completed.
WS/MP18116/2025-2026/251303,ND-WRK-0495,2026-02-02,,Vendor Identification,218,open_work_age,0,False,No completion date is present and the work has been on record for 218 days since sanction. Current workflow status: Vendor Identification.
WS/MP18116/2025-2026/241509,ND-WRK-0493,2026-03-02,,Work partially Completed,190,open_work_age,0,False,No completion date is present and the work has been on record for 190 days since sanction. Current workflow status: Work partially Completed.
WS/MP18116/2025-2026/240795,ND-WRK-0492,2026-03-02,,Work partially Completed,190,open_work_age,0,False,No completion date is present and the work has been on record for 190 days since sanction. Current workflow status: Work partially Completed.
WS/MP18116/2025-2026/240791,ND-WRK-0491,2026-03-02,,Work partially Completed,190,open_work_age,0,False,No completion date is present and the work has been on record for 190 days since sanction. Current workflow status: Work partially Completed.
WS/MP18116/2025-2026/240789,ND-WRK-0490,2026-03-02,,Work partially Completed,190,open_work_age,0,False,No completion date is present and the work has been on record for 190 days since sanction. Current workflow status: Work partially Completed.
WS/MP18116/2025-2026/240788,ND-WRK-0489,2026-03-02,,Work partially Completed,190,open_work_age,0,False,No completion date is present and the work has been on record for 190 days since sanction. Current workflow status: Work partially Completed.
WS/MP18117/2025-2026/164398,ND-WRK-0532,2026-05-02,,Sanction,129,open_work_age,0,False,No completion date is present and the work has been on record for 129 days since sanction. Current workflow status: Sanction.
WS/MP18117/2025-2026/164393,ND-WRK-0530,2026-05-02,,Physical Inspection,129,open_work_age,0,False,No completion date is present and the work has been on record for 129 days since sanction. Current workflow status: Physical Inspection.
WS/MP18117/2025-2026/164385,ND-WRK-0528,2026-05-02,,Physical Inspection,129,open_work_age,0,False,No completion date is present and the work has been on record for 129 days since sanction. Current workflow status: Physical Inspection.
WS/MP18117/2025-2026/164378,ND-WRK-0527,2026-04-02,,Sanction,159,open_work_age,0,False,No completion date is present and the work has been on record for 159 days since sanction. Current workflow status: Sanction.
WS/MP18117/2025-2026/164375,ND-WRK-0526,2026-04-02,,Sanction,159,open_work_age,0,False,No completion date is present and the work has been on record for 159 days since sanction. Current workflow status: Sanction.
WS/MP18117/2025-2026/164367,ND-WRK-0525,2026-04-02,,Sanction,159,open_work_age,0,False,No completion date is present and the work has been on record for 159 days since sanction. Current workflow status: Sanction.
WS/MP18117/2025-2026/164365,ND-WRK-0524,2026-04-02,,Sanction,159,open_work_age,0,False,No completion date is present and the work has been on record for 159 days since sanction. Current workflow status: Sanction.
WS/MP18117/2025-2026/164364,ND-WRK-0523,2026-04-02,,Physical Inspection,159,open_work_age,0,False,No completion date is present and the work has been on record for 159 days since sanction. Current workflow status: Physical Inspection.
WS/MP18117/2025-2026/164358,ND-WRK-0522,2026-12-02,,Sanction,-85,open_work_age,0,False,No completion date is present and the work has been on record for -85 days since sanction. Current workflow status: Sanction.
WS/MP18117/2025-2026/164349,ND-WRK-0521,2026-12-02,,Time Estimation,-85,open_work_age,0,False,No completion date is present and the work has been on record for -85 days since sanction. Current workflow status: Time Estimation.
WS/MP18117/2025-2026/164347,ND-WRK-0520,2026-12-02,,Sanction,-85,open_work_age,0,False,No completion date is present and the work has been on record for -85 days since sanction. Current workflow status: Sanction.
WS/MP18117/2025-2026/164345,ND-WRK-0519,2026-12-02,,Time Estimation,-85,open_work_age,0,False,No completion date is present and the work has been on record for -85 days since sanction. Current workflow status: Time Estimation.
WS/MP18116/2026-2027/232199,ND-WRK-0514,2026-09-04,,Work partially Completed,4,open_work_age,0,False,No completion date is present and the work has been on record for 4 days since sanction. Current workflow status: Work partially Completed.
WS/MP18116/2026-2027/232150,ND-WRK-0513,2026-07-08,,Physical Inspection,62,open_work_age,0,False,No completion date is present and the work has been on record for 62 days since sanction. Current workflow status: Physical Inspection.
WS/MP18116/2026-2027/230997,ND-WRK-0512,2026-09-04,,Work partially Completed,4,open_work_age,0,False,No completion date is present and the work has been on record for 4 days since sanction. Current workflow status: Work partially Completed.
WS/MP18116/2026-2027/230996,ND-WRK-0511,2026-09-04,,Vendor Identification,4,open_work_age,0,False,No completion date is present and the work has been on record for 4 days since sanction. Current workflow status: Vendor Identification.
WS/MP18118/2025-2026/188284,ND-WRK-0575,2026-02-01,,Physical Inspection,219,open_work_age,0,False,No completion date is present and the work has been on record for 219 days since sanction. Current workflow status: Physical Inspection.
WS/MP18117/2026-2027/290949,ND-WRK-0569,2026-07-08,,Sanction,62,open_work_age,0,False,No completion date is present and the work has been on record for 62 days since sanction. Current workflow status: Sanction.
WS/MP18117/2026-2027/290945,ND-WRK-0568,2026-07-08,,Sanction,62,open_work_age,0,False,No completion date is present and the work has been on record for 62 days since sanction. Current workflow status: Sanction.
WS/MP18117/2026-2027/290936,ND-WRK-0567,2026-07-08,,Sanction,62,open_work_age,0,False,No completion date is present and the work has been on record for 62 days since sanction. Current workflow status: Sanction.
WS/MP18117/2026-2027/164338,ND-WRK-0558,2026-07-08,2026-07-08,Physical Inspection,0,completed_duration,0,False,Recorded completion occurred 0 days after sanction.
WS/MP18117/2025-2026/248758,ND-WRK-0552,2026-06-03,,Sanction,97,open_work_age,0,False,No completion date is present and the work has been on record for 97 days since sanction. Current workflow status: Sanction.
WS/MP18117/2025-2026/185253,ND-WRK-0549,2026-03-02,,Sanction,190,open_work_age,0,False,No completion date is present and the work has been on record for 190 days since sanction. Current workflow status: Sanction.
WS/MP18117/2025-2026/181452,ND-WRK-0548,2026-12-02,,Time Estimation,-85,open_work_age,0,False,No completion date is present and the work has been on record for -85 days since sanction. Current workflow status: Time Estimation.
WS/MP18117/2025-2026/170768,ND-WRK-0547,2026-12-02,,Work partially Completed,-85,open_work_age,0,False,No completion date is present and the work has been on record for -85 days since sanction. Current workflow status: Work partially Completed.
WS/MP18117/2025-2026/170764,ND-WRK-0546,2026-12-02,,Time Estimation,-85,open_work_age,0,False,No completion date is present and the work has been on record for -85 days since sanction. Current workflow status: Time Estimation.
WS/MP18117/2025-2026/170733,ND-WRK-0545,2026-02-03,,Sanction,217,open_work_age,0,False,No completion date is present and the work has been on record for 217 days since sanction. Current workflow status: Sanction.
WS/MP18117/2025-2026/170729,ND-WRK-0544,2026-12-02,,Work partially Completed,-85,open_work_age,0,False,No completion date is present and the work has been on record for -85 days since sanction. Current workflow status: Work partially Completed.
WS/MP18117/2025-2026/170204,ND-WRK-0543,2026-02-01,,Work partially Completed,219,open_work_age,0,False,No completion date is present and the work has been on record for 219 days since sanction. Current workflow status: Work partially Completed.
WS/MP18117/2025-2026/164520,ND-WRK-0537,2026-04-02,,Physical Inspection,159,open_work_age,0,False,No completion date is present and the work has been on record for 159 days since sanction. Current workflow status: Physical Inspection.
WS/MP18117/2025-2026/164512,ND-WRK-0536,2026-04-02,,Physical Inspection,159,open_work_age,0,False,No completion date is present and the work has been on record for 159 days since sanction. Current workflow status: Physical Inspection.
WS/MP18117/2025-2026/164510,ND-WRK-0535,2026-12-03,,Sanction,-86,open_work_age,0,False,No completion date is present and the work has been on record for -86 days since sanction. Current workflow status: Sanction.
WS/MP18118/2025-2026/252854,ND-WRK-0606,2026-02-03,,Work partially Completed,217,open_work_age,0,False,No completion date is present and the work has been on record for 217 days since sanction. Current workflow status: Work partially Completed.
WS/MP18118/2025-2026/188426,ND-WRK-0603,2026-12-02,,Sanction,-85,open_work_age,0,False,No completion date is present and the work has been on record for -85 days since sanction. Current workflow status: Sanction.
WS/MP18118/2025-2026/188317,ND-WRK-0600,2026-12-02,,Work partially Completed,-85,open_work_age,0,False,No completion date is present and the work has been on record for -85 days since sanction. Current workflow status: Work partially Completed.
WS/MP18118/2025-2026/188311,ND-WRK-0594,2026-02-03,,Sanction,217,open_work_age,0,False,No completion date is present and the work has been on record for 217 days since sanction. Current workflow status: Sanction.
WS/MP18118/2025-2026/188310,ND-WRK-0593,2026-02-02,2026-02-02,Physical Inspection,0,completed_duration,0,False,Recorded completion occurred 0 days after sanction.
WS/MP18118/2025-2026/188305,ND-WRK-0591,2026-02-03,,Work partially Completed,217,open_work_age,0,False,No completion date is present and the work has been on record for 217 days since sanction. Current workflow status: Work partially Completed.
WS/MP18118/2025-2026/188304,ND-WRK-0590,2026-02-03,,Sanction,217,open_work_age,0,False,No completion date is present and the work has been on record for 217 days since sanction. Current workflow status: Sanction.
WS/MP18118/2025-2026/188303,ND-WRK-0589,2026-02-03,,Sanction,217,open_work_age,0,False,No completion date is present and the work has been on record for 217 days since sanction. Current workflow status: Sanction.
WS/MP18118/2025-2026/188286,ND-WRK-0577,2026-02-01,,Physical Inspection,219,open_work_age,0,False,No completion date is present and the work has been on record for 219 days since sanction. Current workflow status: Physical Inspection.
WS/MP18118/2025-2026/188285,ND-WRK-0576,2026-12-02,,Sanction,-85,open_work_age,0,False,No completion date is present and the work has been on record for -85 days since sanction. Current workflow status: Sanction.
WS/MP18118/2025-2026/252899,ND-WRK-0629,2026-11-02,,Sanction,-55,open_work_age,0,False,No completion date is present and the work has been on record for -55 days since sanction. Current workflow status: Sanction.
WS/MP18118/2025-2026/252898,ND-WRK-0628,2026-12-02,,Sanction,-85,open_work_age,0,False,No completion date is present and the work has been on record for -85 days since sanction. Current workflow status: Sanction.
WS/MP18118/2025-2026/252897,ND-WRK-0627,2026-02-03,,Sanction,217,open_work_age,0,False,No completion date is present and the work has been on record for 217 days since sanction. Current workflow status: Sanction.
WS/MP18118/2025-2026/252896,ND-WRK-0626,2026-02-03,,Sanction,217,open_work_age,0,False,No completion date is present and the work has been on record for 217 days since sanction. Current workflow status: Sanction.
WS/MP18118/2025-2026/252895,ND-WRK-0625,2026-12-02,,Sanction,-85,open_work_age,0,False,No completion date is present and the work has been on record for -85 days since sanction. Current workflow status: Sanction.
WS/MP18118/2025-2026/252894,ND-WRK-0624,2026-12-02,,Vendor Identification,-85,open_work_age,0,False,No completion date is present and the work has been on record for -85 days since sanction. Current workflow status: Vendor Identification.
WS/MP18118/2025-2026/252886,ND-WRK-0623,2026-12-02,,Sanction,-85,open_work_age,0,False,No completion date is present and the work has been on record for -85 days since sanction. Current workflow status: Sanction.
WS/MP18118/2025-2026/252885,ND-WRK-0622,2026-12-02,,Time Estimation,-85,open_work_age,0,False,No completion date is present and the work has been on record for -85 days since sanction. Current workflow status: Time Estimation.
WS/MP18118/2025-2026/252880,ND-WRK-0617,2026-09-02,2026-09-02,Physical Inspection,0,completed_duration,0,False,Recorded completion occurred 0 days after sanction.
WS/MP18118/2025-2026/252878,ND-WRK-0615,2026-02-03,,Sanction,217,open_work_age,0,False,No completion date is present and the work has been on record for 217 days since sanction. Current workflow status: Sanction.
WS/MP18118/2025-2026/252877,ND-WRK-0614,2026-02-03,,Sanction,217,open_work_age,0,False,No completion date is present and the work has been on record for 217 days since sanction. Current workflow status: Sanction.
WS/MP18118/2025-2026/252862,ND-WRK-0613,2026-12-02,,Work Completed,-85,open_work_age,0,False,No completion date is present and the work has been on record for -85 days since sanction. Current workflow status: Work Completed.
WS/MP18118/2025-2026/252861,ND-WRK-0612,2026-02-03,,Work partially Completed,217,open_work_age,0,False,No completion date is present and the work has been on record for 217 days since sanction. Current workflow status: Work partially Completed.
WS/MP18118/2025-2026/252859,ND-WRK-0611,2026-02-03,,Sanction,217,open_work_age,0,False,No completion date is present and the work has been on record for 217 days since sanction. Current workflow status: Sanction.
WS/MP18118/2025-2026/252858,ND-WRK-0610,2026-02-03,,Sanction,217,open_work_age,0,False,No completion date is present and the work has been on record for 217 days since sanction. Current workflow status: Sanction.
WS/MP18118/2025-2026/252856,ND-WRK-0608,2026-02-03,,Sanction,217,open_work_age,0,False,No completion date is present and the work has been on record for 217 days since sanction. Current workflow status: Sanction.
WS/MP18118/2026-2027/271608,ND-WRK-0642,2026-10-04,,Sanction,-26,open_work_age,0,False,No completion date is present and the work has been on record for -26 days since sanction. Current workflow status: Sanction.
WS/MP18118/2025-2026/252915,ND-WRK-0634,2026-11-02,,Vendor Identification,-55,open_work_age,0,False,No completion date is present and the work has been on record for -55 days since sanction. Current workflow status: Vendor Identification.
WS/MP18118/2025-2026/252903,ND-WRK-0633,2026-11-02,,Sanction,-55,open_work_age,0,False,No completion date is present and the work has been on record for -55 days since sanction. Current workflow status: Sanction.
WS/MP18118/2025-2026/252902,ND-WRK-0632,2026-11-02,,Time Estimation,-55,open_work_age,0,False,No completion date is present and the work has been on record for -55 days since sanction. Current workflow status: Time Estimation.
WS/MP18118/2025-2026/252901,ND-WRK-0631,2026-11-02,,Time Estimation,-55,open_work_age,0,False,No completion date is present and the work has been on record for -55 days since sanction. Current workflow status: Time Estimation.
WS/MP18118/2025-2026/252900,ND-WRK-0630,2026-12-02,,Time Estimation,-85,open_work_age,0,False,No completion date is present and the work has been on record for -85 days since sanction. Current workflow status: Time Estimation.
WS/MP18119/2026-2027/233660,ND-WRK-0698,2026-04-07,,Sanction,154,open_work_age,0,False,No completion date is present and the work has been on record for 154 days since sanction. Current workflow status: Sanction.
WS/MP18119/2026-2027/233653,ND-WRK-0697,2026-08-09,,Physical Inspection,30,open_work_age,0,False,No completion date is present and the work has been on record for 30 days since sanction. Current workflow status: Physical Inspection.
WS/MP18119/2026-2027/163481,ND-WRK-0696,2026-03-04,,Sanction,188,open_work_age,0,False,No completion date is present and the work has been on record for 188 days since sanction. Current workflow status: Sanction.
WS/MP18119/2026-2027/163474,ND-WRK-0695,2026-03-04,,Sanction,188,open_work_age,0,False,No completion date is present and the work has been on record for 188 days since sanction. Current workflow status: Sanction.
WS/MP18119/2025-2026/163475,ND-WRK-0681,2025-11-08,2026-05-05,Physical Inspection,178,completed_duration,0,False,Recorded completion occurred 178 days after sanction.
WS/MP18119/2025-2026/163439,ND-WRK-0676,2026-11-03,2026-11-03,Work Completed,0,completed_duration,0,False,Recorded completion occurred 0 days after sanction.
WS/MP18119/2026-2027/256558,ND-WRK-0715,2026-03-04,,Sanction,188,open_work_age,0,False,No completion date is present and the work has been on record for 188 days since sanction. Current workflow status: Sanction.
WS/MP18119/2026-2027/256555,ND-WRK-0713,2026-03-04,,Sanction,188,open_work_age,0,False,No completion date is present and the work has been on record for 188 days since sanction. Current workflow status: Sanction.
WS/MP18119/2026-2027/256553,ND-WRK-0712,2026-03-04,,Sanction,188,open_work_age,0,False,No completion date is present and the work has been on record for 188 days since sanction. Current workflow status: Sanction.
WS/MP18119/2026-2027/256548,ND-WRK-0711,2026-03-04,,Sanction,188,open_work_age,0,False,No completion date is present and the work has been on record for 188 days since sanction. Current workflow status: Sanction.
WS/MP18119/2026-2027/256546,ND-WRK-0710,2026-03-04,,Sanction,188,open_work_age,0,False,No completion date is present and the work has been on record for 188 days since sanction. Current workflow status: Sanction.
WS/MP18119/2026-2027/256544,ND-WRK-0709,2026-03-04,,Sanction,188,open_work_age,0,False,No completion date is present and the work has been on record for 188 days since sanction. Current workflow status: Sanction.
WS/MP18119/2026-2027/256541,ND-WRK-0708,2026-03-04,,Sanction,188,open_work_age,0,False,No completion date is present and the work has been on record for 188 days since sanction. Current workflow status: Sanction.
WS/MP18119/2026-2027/256540,ND-WRK-0707,2026-03-04,,Sanction,188,open_work_age,0,False,No completion date is present and the work has been on record for 188 days since sanction. Current workflow status: Sanction.
WS/MP18119/2026-2027/256539,ND-WRK-0706,2026-03-04,,Sanction,188,open_work_age,0,False,No completion date is present and the work has been on record for 188 days since sanction. Current workflow status: Sanction.
WS/MP18119/2026-2027/256538,ND-WRK-0705,2026-03-04,,Sanction,188,open_work_age,0,False,No completion date is present and the work has been on record for 188 days since sanction. Current workflow status: Sanction.
WS/MP18119/2026-2027/256537,ND-WRK-0704,2026-03-04,,Sanction,188,open_work_age,0,False,No completion date is present and the work has been on record for 188 days since sanction. Current workflow status: Sanction.
WS/MP18119/2026-2027/256535,ND-WRK-0703,2026-03-04,,Sanction,188,open_work_age,0,False,No completion date is present and the work has been on record for 188 days since sanction. Current workflow status: Sanction.
WS/MP18119/2026-2027/256534,ND-WRK-0702,2026-03-04,,Sanction,188,open_work_age,0,False,No completion date is present and the work has been on record for 188 days since sanction. Current workflow status: Sanction.
WS/MP18119/2026-2027/256533,ND-WRK-0701,2026-03-04,,Physical Inspection,188,open_work_age,0,False,No completion date is present and the work has been on record for 188 days since sanction. Current workflow status: Physical Inspection.
WS/MP18119/2026-2027/256532,ND-WRK-0700,2026-03-04,,Physical Inspection,188,open_work_age,0,False,No completion date is present and the work has been on record for 188 days since sanction. Current workflow status: Physical Inspection.
WS/MP18119/2026-2027/233662,ND-WRK-0699,2026-04-07,,Sanction,154,open_work_age,0,False,No completion date is present and the work has been on record for 154 days since sanction. Current workflow status: Sanction.
WS/MP18120/2025-2026/225805,ND-WRK-0748,2025-10-11,2026-04-02,Physical Inspection,173,completed_duration,0,False,Recorded completion occurred 173 days after sanction.
WS/MP18120/2025-2026/225804,ND-WRK-0747,2025-10-11,2026-04-02,Physical Inspection,173,completed_duration,0,False,Recorded completion occurred 173 days after sanction.
WS/MP18120/2025-2026/225803,ND-WRK-0746,2025-10-11,2026-04-02,Physical Inspection,173,completed_duration,0,False,Recorded completion occurred 173 days after sanction.
WS/MP18120/2025-2026/225802,ND-WRK-0745,2025-10-11,2026-04-02,Physical Inspection,173,completed_duration,0,False,Recorded completion occurred 173 days after sanction.
WS/MP18120/2025-2026/225801,ND-WRK-0744,2025-10-11,2026-04-02,Physical Inspection,173,completed_duration,0,False,Recorded completion occurred 173 days after sanction.
WS/MP18120/2025-2026/225800,ND-WRK-0743,2025-10-11,2026-04-02,Physical Inspection,173,completed_duration,0,False,Recorded completion occurred 173 days after sanction.
WS/MP18120/2025-2026/213055,ND-WRK-0740,2026-12-03,,Physical Inspection,-86,open_work_age,0,False,No completion date is present and the work has been on record for -86 days since sanction. Current workflow status: Physical Inspection.
WS/MP18120/2025-2026/198963,ND-WRK-0739,2026-12-01,,Physical Inspection,-84,open_work_age,0,False,No completion date is present and the work has been on record for -84 days since sanction. Current workflow status: Physical Inspection.
WS/MP18120/2025-2026/198958,ND-WRK-0738,2026-12-01,,Physical Inspection,-84,open_work_age,0,False,No completion date is present and the work has been on record for -84 days since sanction. Current workflow status: Physical Inspection.
WS/MP18120/2025-2026/198957,ND-WRK-0737,2026-12-01,,Physical Inspection,-84,open_work_age,0,False,No completion date is present and the work has been on record for -84 days since sanction. Current workflow status: Physical Inspection.
WS/MP18120/2025-2026/189535,ND-WRK-0728,2026-02-02,,Physical Inspection,218,open_work_age,0,False,No completion date is present and the work has been on record for 218 days since sanction. Current workflow status: Physical Inspection.
WS/MP18120/2025-2026/174636,ND-WRK-0725,2026-06-02,2026-09-02,Physical Inspection,92,completed_duration,0,False,Recorded completion occurred 92 days after sanction.
WS/MP18120/2025-2026/174627,ND-WRK-0723,2025-10-10,2025-10-10,Physical Inspection,0,completed_duration,0,False,Recorded completion occurred 0 days after sanction.
WS/MP18120/2025-2026/169206,ND-WRK-0718,2025-10-10,2025-10-10,Physical Inspection,0,completed_duration,0,False,Recorded completion occurred 0 days after sanction.
WS/MP18119/2026-2027/259515,ND-WRK-0716,2026-03-04,,Sanction,188,open_work_age,0,False,No completion date is present and the work has been on record for 188 days since sanction. Current workflow status: Sanction.
WS/MP18122/2025-2026/176795,ND-WRK-0813,2025-03-12,2025-04-12,Physical Inspection,31,completed_duration,0,False,Recorded completion occurred 31 days after sanction.
WS/MP18122/2025-2026/173947,ND-WRK-0806,2026-09-01,,Physical Inspection,7,open_work_age,0,False,No completion date is present and the work has been on record for 7 days since sanction. Current workflow status: Physical Inspection.
WS/MP18122/2025-2026/173944,ND-WRK-0804,2025-10-09,2025-10-09,Physical Inspection,0,completed_duration,0,False,Recorded completion occurred 0 days after sanction.
WS/MP18121/2024-2025/146766,ND-WRK-0778,2025-12-03,2025-12-03,Physical Inspection,0,completed_duration,0,False,Recorded completion occurred 0 days after sanction.
WS/MP18120/2026-2027/218858,ND-WRK-0770,2026-09-07,,Physical Inspection,1,open_work_age,0,False,No completion date is present and the work has been on record for 1 days since sanction. Current workflow status: Physical Inspection.
WS/MP18120/2026-2027/214158,ND-WRK-0769,2026-03-07,,Physical Inspection,185,open_work_age,0,False,No completion date is present and the work has been on record for 185 days since sanction. Current workflow status: Physical Inspection.
WS/MP18120/2026-2027/214157,ND-WRK-0768,2026-03-07,,Physical Inspection,185,open_work_age,0,False,No completion date is present and the work has been on record for 185 days since sanction. Current workflow status: Physical Inspection.
WS/MP18120/2026-2027/194822,ND-WRK-0767,2026-10-08,,Physical Inspection,-30,open_work_age,0,False,No completion date is present and the work has been on record for -30 days since sanction. Current workflow status: Physical Inspection.
WS/MP18120/2025-2026/225812,ND-WRK-0755,2025-10-11,2026-04-02,Physical Inspection,173,completed_duration,0,False,Recorded completion occurred 173 days after sanction.
WS/MP18120/2025-2026/225811,ND-WRK-0754,2025-10-11,2026-04-02,Physical Inspection,173,completed_duration,0,False,Recorded completion occurred 173 days after sanction.
WS/MP18120/2025-2026/225810,ND-WRK-0753,2025-10-11,2026-04-02,Physical Inspection,173,completed_duration,0,False,Recorded completion occurred 173 days after sanction.
WS/MP18120/2025-2026/225809,ND-WRK-0752,2025-10-11,2026-04-02,Physical Inspection,173,completed_duration,0,False,Recorded completion occurred 173 days after sanction.
WS/MP18120/2025-2026/225808,ND-WRK-0751,2025-10-11,2026-04-02,Physical Inspection,173,completed_duration,0,False,Recorded completion occurred 173 days after sanction.
WS/MP18120/2025-2026/225807,ND-WRK-0750,2025-10-11,2026-04-02,Physical Inspection,173,completed_duration,0,False,Recorded completion occurred 173 days after sanction.
WS/MP18120/2025-2026/225806,ND-WRK-0749,2025-10-11,2026-04-02,Physical Inspection,173,completed_duration,0,False,Recorded completion occurred 173 days after sanction.
WS/MP18123/2026-2027/186339,ND-WRK-0843,2026-10-04,,Physical Inspection,-26,open_work_age,0,False,No completion date is present and the work has been on record for -26 days since sanction. Current workflow status: Physical Inspection.
WS/MP18123/2025-2026/238167,ND-WRK-0840,2026-11-03,2026-11-03,Physical Inspection,0,completed_duration,0,False,Recorded completion occurred 0 days after sanction.
WS/MP18123/2025-2026/226877,ND-WRK-0839,2026-06-02,2026-09-02,Physical Inspection,92,completed_duration,0,False,Recorded completion occurred 92 days after sanction.
WS/MP18123/2025-2026/200542,ND-WRK-0835,2025-04-11,2025-06-11,Physical Inspection,61,completed_duration,0,False,Recorded completion occurred 61 days after sanction.
WS/MP18123/2025-2026/190896,ND-WRK-0834,2025-01-10,2025-07-10,Physical Inspection,181,completed_duration,0,False,Recorded completion occurred 181 days after sanction.
